guid,act,tas,wa,vic,qld,nsw,sa,nt
https://id.biodiversity.org.au/node/apni/2902834,0,1,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2892279,0,0,1,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2906546,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2903901,0,0,1,0,1,0,0,1
56196908,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/taxon/apni/51287168,0,0,1,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2898236,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/name/apni/229942,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2889228,0,0,1,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2915719,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/taxon/apni/51295129,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2895256,1,0,0,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2906773,0,1,1,1,0,1,1,1
https://id.biodiversity.org.au/node/apni/2907300,0,1,0,0,0,1,0,0
NZOR-6-81693,0,0,0,0,0,1,0,0
NZOR-6-20051,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2915255,0,0,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2900634,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2909912,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2897426,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2911795,1,1,1,1,0,1,1,0
https://id.biodiversity.org.au/name/apni/51372669,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/taxon/apni/51311270,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2893906,0,0,1,0,1,1,1,1
https://id.biodiversity.org.au/node/apni/2900509,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51269111,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2888769,0,1,1,1,1,1,1,1
https://id.biodiversity.org.au/taxon/apni/51268443,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2889814,1,1,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2894969,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/taxon/apni/51300316,0,0,0,1,1,1,0,0
https://id.biodiversity.org.au/node/apni/2918878,0,1,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2899137,0,0,1,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2898242,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2911371,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2894751,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2919784,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2889275,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2908623,0,0,0,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/2898723,0,0,0,0,1,0,0,0
NZOR-6-77769,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51289251,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2890868,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2906826,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2911051,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2920205,0,0,1,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2913179,0,0,0,0,1,1,0,0
NZOR-6-133284,0,1,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2905245,0,1,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2916870,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2904317,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2908889,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2897035,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/taxon/apni/51267108,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2916504,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2896157,0,1,1,0,1,1,1,0
https://id.biodiversity.org.au/node/apni/2910578,0,0,1,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2902492,0,1,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2906005,0,0,0,0,1,1,0,1
https://id.biodiversity.org.au/node/apni/2899863,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2906474,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2902037,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/6929285,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2895600,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/taxon/apni/51291052,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/7389255,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51412512,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2902519,0,0,1,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/2899761,0,0,1,0,0,1,1,1
https://id.biodiversity.org.au/node/apni/2906240,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2900184,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2888791,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2907849,1,0,0,1,0,1,1,0
https://id.biodiversity.org.au/taxon/apni/51268996,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2891885,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2901238,0,0,0,0,1,1,0,1
https://id.biodiversity.org.au/node/apni/2899850,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2904648,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2890909,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2894242,0,0,1,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2892448,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/4466113,0,1,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2893592,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/50587225,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/name/apni/204576,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2920922,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2899801,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/7027719,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51267044,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2889508,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2893805,0,0,0,0,0,1,1,0
https://id.biodiversity.org.au/node/apni/2911569,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2916920,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2914858,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/taxon/apni/51269753,0,0,1,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/7001866,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2899669,0,0,1,0,1,1,1,1
NZOR-6-75021,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2909458,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2910173,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2917626,0,0,0,0,1,0,0,0
NZOR-6-6746,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2889010,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2912843,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2895457,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2906175,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/name/apni/174405,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2888677,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2906806,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2900332,0,0,1,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/2915740,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2896338,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2899877,0,0,0,0,0,0,0,1
https://id.biodiversity.org.au/node/apni/2898544,0,1,0,1,0,1,0,0
NZOR-6-3602,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2914199,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2897532,0,1,0,1,0,0,0,0
https://id.biodiversity.org.au/taxon/apni/51267561,0,0,1,0,1,1,1,1
https://id.biodiversity.org.au/taxon/apni/51269068,0,0,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2897111,0,0,0,1,1,1,0,1
https://id.biodiversity.org.au/node/apni/2895414,0,0,0,1,1,1,0,1
https://id.biodiversity.org.au/node/apni/2917933,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/taxon/apni/51295129,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2893084,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2903683,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2908311,1,1,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2897213,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2919133,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2908766,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2915616,0,0,0,0,1,0,0,0
NZOR-6-21612,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2887707,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2914873,0,1,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2896676,0,0,1,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/8004676,0,1,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2919214,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2916995,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2901771,0,0,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2909134,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2898621,0,0,1,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/2889800,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2887502,0,1,1,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2906584,0,0,0,0,1,1,0,1
https://id.biodiversity.org.au/name/apni/9415896,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2890310,0,0,0,0,1,1,0,0
NZOR-6-91702,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2886731,0,0,1,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2886945,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51395094,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2905485,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2901799,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2919692,0,1,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2916680,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2890237,0,0,0,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/2901856,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2907196,0,0,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2906948,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/taxon/apni/51266434,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/taxon/apni/51268461,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2886744,0,0,0,0,0,1,1,0
https://id.biodiversity.org.au/node/apni/2888270,0,0,1,0,1,1,0,1
https://id.biodiversity.org.au/node/apni/2892161,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/name/apni/208453,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2903011,0,1,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2894781,0,0,1,0,1,1,1,0
https://id.biodiversity.org.au/taxon/apni/51269889,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2911964,0,0,0,0,0,0,0,1
https://id.biodiversity.org.au/taxon/apni/51300350,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2890185,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2910818,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2893895,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2901225,0,0,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/8513486,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2912131,0,1,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/7817374,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2886987,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2918287,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2911971,0,0,0,0,0,1,1,0
https://id.biodiversity.org.au/node/apni/2889439,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2914354,1,1,0,1,0,0,0,0
https://id.biodiversity.org.au/taxon/apni/51291087,0,0,1,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/7774105,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/7001170,0,1,0,0,0,1,1,0
https://id.biodiversity.org.au/node/apni/2912431,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2919384,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2894206,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2912583,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/7852054,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2890745,1,1,0,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2894713,0,1,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2886869,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2903745,0,0,1,1,1,1,0,0
https://id.biodiversity.org.au/node/apni/2892817,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2909472,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2894025,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2912510,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/taxon/apni/51269075,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2889926,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2888673,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2893048,0,0,1,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2892887,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2910597,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2906120,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2912937,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2900039,0,0,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2889088,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2904454,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2911725,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2888201,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2903954,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2910256,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2897676,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2889289,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2903560,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2915616,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2916251,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2889767,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2897947,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2900936,0,0,0,0,1,1,0,1
https://id.biodiversity.org.au/node/apni/2915840,1,1,0,1,1,1,1,0
NZOR-6-75446,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2908304,0,0,0,0,1,0,0,0
NZOR-6-42018,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2888604,0,1,1,1,0,1,1,0
https://id.biodiversity.org.au/taxon/apni/51268469,0,0,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2905047,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2893192,0,0,0,0,1,0,0,1
https://id.biodiversity.org.au/taxon/apni/51270542,0,1,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2909682,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2901164,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2889454,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2899752,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2886342,0,0,0,1,1,0,0,0
https://id.biodiversity.org.au/node/apni/2899913,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2898321,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2898757,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2912910,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2908764,1,0,0,1,0,0,0,0
NZOR-6-8344,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/name/apni/249466,0,1,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2912407,0,0,1,0,1,0,0,0
https://id.biodiversity.org.au/taxon/apni/51291310,0,0,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2899985,0,0,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2895875,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/taxon/apni/51291445,1,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2918341,0,0,0,0,0,0,1,0
NZOR-6-48139,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2892025,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2894112,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/taxon/apni/51291826,0,0,0,1,0,1,1,0
NZOR-6-16680,0,0,0,0,0,1,1,0
https://id.biodiversity.org.au/taxon/apni/51266324,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/taxon/apni/51270841,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2901574,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2888343,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51285763,0,0,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/7501319,0,0,0,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/2898157,0,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2921226,0,0,0,0,0,0,0,1
https://id.biodiversity.org.au/node/apni/2900995,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2892036,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2907934,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2920606,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51291728,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/7758594,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/taxon/apni/51295406,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/7027308,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2906210,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2914677,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2891115,0,0,1,0,1,1,1,0
https://id.biodiversity.org.au/node/apni/2897761,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2916275,1,0,0,1,1,1,0,0
https://id.biodiversity.org.au/node/apni/2905942,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51295129,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2891506,0,1,0,1,0,1,1,0
https://id.biodiversity.org.au/name/apni/51392257,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2913706,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/taxon/apni/51270714,0,0,1,0,1,1,0,1
https://id.biodiversity.org.au/node/apni/2917823,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2918823,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2903517,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2900324,0,0,1,1,1,1,0,0
https://id.biodiversity.org.au/node/apni/2915578,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2900322,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/7027305,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/taxon/apni/51269741,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2920702,0,0,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2903803,1,1,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2919115,1,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/2891201,0,0,1,1,1,1,0,1
https://id.biodiversity.org.au/node/apni/2898957,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2903900,1,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2919918,0,0,0,0,0,1,0,0
NZOR-6-72588,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2903655,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2904780,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2894333,0,0,0,1,1,1,0,0
https://id.biodiversity.org.au/node/apni/2916402,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/taxon/apni/51270276,1,1,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2907105,0,1,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2903291,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2906565,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2888494,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/taxon/apni/51291088,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/taxon/apni/51266659,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/name/apni/211015,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2899708,0,1,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2911263,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2905537,0,0,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2911845,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/node/apni/2900392,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2888898,0,0,0,0,0,0,0,1
https://id.biodiversity.org.au/taxon/apni/51300289,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2894094,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2919886,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2916406,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2891446,0,0,0,0,0,1,0,0
NZOR-6-48496,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2906381,0,0,1,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2915462,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2906173,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2917536,0,0,0,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2914619,0,0,1,1,1,0,1,0
https://id.biodiversity.org.au/taxon/apni/51381660,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2899282,0,0,0,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2911683,1,1,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2920602,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2892614,0,0,0,0,0,0,0,1
https://id.biodiversity.org.au/node/apni/2898191,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2912856,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2914911,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2903114,0,0,0,0,0,0,0,0
https://id.biodiversity.org.au/node/apni/2898576,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2907494,0,1,1,1,0,1,1,1
https://id.biodiversity.org.au/node/apni/6952905,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/taxon/apni/51267522,1,0,1,1,1,1,1,1
https://id.biodiversity.org.au/node/apni/2890151,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2918699,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2888986,0,0,0,0,0,1,0,1
https://id.biodiversity.org.au/node/apni/8331336,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2901904,0,0,0,0,1,1,0,0
https://id.biodiversity.org.au/taxon/apni/51291266,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2896896,0,0,1,1,1,1,1,0
https://id.biodiversity.org.au/node/apni/2887516,0,0,1,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2902896,0,1,1,1,0,0,1,0
https://id.biodiversity.org.au/node/apni/2918823,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/7028110,0,0,0,1,0,1,0,0
https://id.biodiversity.org.au/node/apni/8211724,0,0,0,1,0,1,1,0
https://id.biodiversity.org.au/name/apni/8954670,0,0,0,0,0,0,0,1
https://id.biodiversity.org.au/node/apni/2893786,0,0,0,0,1,0,0,0
https://id.biodiversity.org.au/node/apni/2893544,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2913765,0,0,0,1,0,0,0,0
https://id.biodiversity.org.au/node/apni/2911663,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2909840,0,0,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2917681,0,0,1,0,0,0,0,0
https://id.biodiversity.org.au/taxon/apni/51269741,0,0,0,0,0,0,1,0
https://id.biodiversity.org.au/node/apni/2889065,1,1,0,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2914304,1,1,1,1,0,1,1,0
https://id.biodiversity.org.au/node/apni/2909735,0,0,0,0,1,0,0,1
https://id.biodiversity.org.au/node/apni/2910140,0,0,0,0,1,0,0,0
NZOR-6-94983,0,0,0,0,0,1,0,0
https://id.biodiversity.org.au/node/apni/2908240,0,0,0,0,0,0,1,0
