guid,occurrence_by_state,flower_color,flowering_season,plant_size
https://id.biodiversity.org.au/node/apni/2905810,"New South Wales, Victoria","Pink, Red, White, Yellow","Spring, Winter",Prostrate
https://id.biodiversity.org.au/node/apni/2905813,"Queensland, Victoria","Green, Purple, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2905852,Queensland,Green,"Autumn, Summer",Tree
https://id.biodiversity.org.au/node/apni/2905999,New South Wales,"Green, Pink, Red, White","Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2906043,Western Australia,"Cream, Mauve","Summer, Winter",Large
https://id.biodiversity.org.au/node/apni/2906071,"New South Wales, Victoria","Green, Red, White",Summer,Shrub
https://id.biodiversity.org.au/node/apni/2906135,New South Wales,"Blue, Pink, Purple, White","Autumn, Spring",Small
https://id.biodiversity.org.au/node/apni/2906147,New South Wales,"Pink, Red, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2906270,Western Australia,"Green, Pink, White","Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2906309,Tasmania,White,Spring,Shrub
https://id.biodiversity.org.au/node/apni/2906329,Queensland,"Green, Red, White, Yellow",,Large
https://id.biodiversity.org.au/node/apni/2906427,Queensland,"Green, Red",,Medium
https://id.biodiversity.org.au/node/apni/2906453,Western Australia,"Green, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2906497,"New South Wales, Queensland, Victoria","Mauve, Purple",Summer,Small
https://id.biodiversity.org.au/node/apni/2906643,Northern Territory,"Black, Brown, Red","Spring, Summer",Large
https://id.biodiversity.org.au/node/apni/2906721,"New South Wales, South Australia, Tasmania","Pink, White","Autumn, Winter",Small
https://id.biodiversity.org.au/node/apni/2906780,"Queensland, Victoria","Pink, Red, White","Spring, Summer",Large
https://id.biodiversity.org.au/node/apni/2906877,"Northern Territory, Western Australia","Green, Grey, White","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2907141,Western Australia,"Green, Pink, White","Spring, Summer, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2907279,"Northern Territory, South Australia, Western Australia","Cream, Green, Grey, Pink, Purple, Red","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2907298,New South Wales,"Cream, Green, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2907316,"New South Wales, Queensland","Blue, Brown, Red, White","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/2907332,"Northern Territory, Queensland, Western Australia","Brown, Cream, Green, Grey, Orange, White, Yellow",,Small
https://id.biodiversity.org.au/node/apni/2907714,,"Black, Brown, Green, Mauve, Pink, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2907916,"New South Wales, Northern Territory, Queensland","Blue, White","Autumn, Summer",Perennial herb
https://id.biodiversity.org.au/node/apni/2908199,"South Australia, western Australia","Green, Mauve, Purple, White, Yellow","Autumn, Summer",Medium
https://id.biodiversity.org.au/node/apni/2908248,"Northern Territory, South Australia, Western Australia","Green, Grey, Yellow","Spring, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2908255,Western Australia,"Orange, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2908272,Western Australia,"Cream, Green, Grey, Mauve, Red","Autumn, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2908274,Northern Territory,"Blue, Green, Lilac","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/2908420,"Northern Territory, Queensland",White,"Autumn, Summer",Large
https://id.biodiversity.org.au/node/apni/2908445,Western Australia,"Blue, Pink, Red, White, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2908449,"New South Wales, Victoria",Yellow,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2908483,Western Australia,Pink,Spring,Small
https://id.biodiversity.org.au/node/apni/2908678,New South Wales,Pink,Spring,Small
https://id.biodiversity.org.au/node/apni/2908720,Western Australia,"Green, Red",Spring,Small
https://id.biodiversity.org.au/node/apni/2908770,"New South Wales, Queensland, Victoria","Black, Orange, Pink, White",Spring,
https://id.biodiversity.org.au/node/apni/2908797,Queensland,White,"Autumn, Summer",Small
https://id.biodiversity.org.au/node/apni/2908978,Western Australia,"Grey, Orange, Yellow","Summer, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2908984,Victoria,"Green, Pink, Yellow",Spring,Small
https://id.biodiversity.org.au/node/apni/2909040,"New South Wales, Queensland","Black, White","Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2909048,"New South Wales, Queensland","Green, Grey, Pink, Red, White","Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2909098,"New South Wales, Queensland, Victoria","Green, Red, Yellow","Autumn, Spring",
https://id.biodiversity.org.au/node/apni/2909137,Western Australia,"Green, Yellow","Spring, Winter",Medium
https://id.biodiversity.org.au/node/apni/2909179,,"Blue, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2909260,,"Blue, Mauve","Autumn, Summer",Small
https://id.biodiversity.org.au/node/apni/2909387,Western Australia,"Pink, White","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2909391,Tasmania,"Red, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2909452,New South Wales,Yellow,,Medium
https://id.biodiversity.org.au/node/apni/2909548,New South Wales,Cream,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2909608,Tasmania,"Cream, Green, White",Summer,Small
https://id.biodiversity.org.au/node/apni/2909617,Queensland,"Cream, Green, White",,Shrub
https://id.biodiversity.org.au/node/apni/2909660,,"Green, Yellow",Summer,Small
https://id.biodiversity.org.au/node/apni/2909698,"New South Wales, South Australia, Victoria","Cream, Grey, Pink, Red, White","Autumn, Summer, Winter",Medium
https://id.biodiversity.org.au/node/apni/2909734,Western Australia,"Green, Pink, Red, White","Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2909749,"New South Wales, Queensland","Cream, Mauve, Pink","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2909893,Western Australia,Yellow,"Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2909951,,"Brown, Green, Scarlet","Autumn, Summer",Large
https://id.biodiversity.org.au/node/apni/2909970,,"Black, Brown, Grey, Pink, Red, Yellow","Autumn, Summer",Small
https://id.biodiversity.org.au/node/apni/2909993,"New South Wales, Tasmania, Victoria","Brown, White","Spring, Winter",Medium
https://id.biodiversity.org.au/node/apni/2910157,Western Australia,Pink,"Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2910169,Western Australia,"Mauve, Pink","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2910179,Western Australia,"Crimson, Green, Grey","Autumn, Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2910197,Western Australia,"Green, Pink","Spring, Summer, Winter",Prostrate
https://id.biodiversity.org.au/node/apni/2910239,,"Cream, Yellow","Autumn, Spring",Medium
https://id.biodiversity.org.au/node/apni/2910277,"Northern Territory, Queensland, Western Australia","Brown, Cream, White, Yellow","Autumn, Summer",Small
https://id.biodiversity.org.au/node/apni/2910458,"New South Wales, Tasmania, Victoria","Red, White",Summer,Small
https://id.biodiversity.org.au/node/apni/2910654,"New South Wales, South Australia, Tasmania, Victoria","Green, Grey, White",Spring,Medium
https://id.biodiversity.org.au/node/apni/2910744,,"Green, Orange","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/2910974,,"Pink, White",,Small
https://id.biodiversity.org.au/node/apni/2911110,,"Pink, Red, White",,Small
https://id.biodiversity.org.au/node/apni/2911121,New South Wales,"Green, Red",Spring,Medium
https://id.biodiversity.org.au/node/apni/2911249,"South Australia, Western Australia","Green, Mauve, Pink, Red, Yellow",,Medium
https://id.biodiversity.org.au/node/apni/2911319,"Northern Territory, Queensland, Western Australia","Cream, Yellow",Winter,Large
https://id.biodiversity.org.au/node/apni/2911498,"New South Wales, Queensland, Victoria","Blue, Green, Grey, Purple, Yellow",Spring,Small
https://id.biodiversity.org.au/node/apni/2911503,"Northern Territory, Queensland, Western Australia","Blue, Green, Violet, White",,Perennial herb
https://id.biodiversity.org.au/node/apni/2911677,Western Australia,"Purple, Yellow",Spring,Large
https://id.biodiversity.org.au/node/apni/2911686,Western Australia,"Black, Green, Grey, Pink, Purple, White","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2911816,Western Australia,"Orange, Red","Summer, Winter",Prostrate
https://id.biodiversity.org.au/node/apni/2911863,Western Australia,Yellow,"Autumn, Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2911906,"Northern Territory, Queensland, Western Australia","Brown, Green, Grey, White",,Shrub
https://id.biodiversity.org.au/node/apni/2911921,Victoria,"Green, Grey, White, Yellow","Autumn, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2911929,,"Mauve, Purple, Red, White",,Prostrate
https://id.biodiversity.org.au/node/apni/2911974,"New South Wales, Queensland","Mauve, Pink, Purple","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2912060,Northern Territory,Cream,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2912132,Western Australia,"Green, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2912135,Western Australia,"Pink, Purple",Winter,Large
https://id.biodiversity.org.au/node/apni/2912289,"New South Wales, Queensland","Brown, Cream, Gold, Green, Grey, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2912310,"South Australia, Tasmania, Victoria","Pink, White","Spring, Summer, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2912311,New South Wales,"Green, Yellow",Summer,Large
https://id.biodiversity.org.au/node/apni/2912326,"New South Wales, Tasmania, Victoria","Black, Green, Red","Spring, Summer",
https://id.biodiversity.org.au/node/apni/2912609,,"Pink, White","Spring, Summer",Perennial herb
https://id.biodiversity.org.au/node/apni/2912658,"New South Wales, South Australia, Tasmania, Victoria","Pink, White","Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2912703,Western Australia,Yellow,"Spring, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2912734,Western Australia,"Purple, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2912814,"New South Wales, South Australia, Tasmania, Victoria","Green, Yellow",,Medium
https://id.biodiversity.org.au/node/apni/2912830,Queensland,"Brown, Yellow","Autumn, Winter",Large
https://id.biodiversity.org.au/node/apni/2913000,Western Australia,"Brown, Pink","Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2913065,Western Australia,"Cream, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2913117,Western Australia,"Blue, Pink, Purple, Red, White, Yellow","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2913209,Western Australia,Pink,"Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2913459,Western Australia,"Green, Red",Spring,Small
https://id.biodiversity.org.au/node/apni/2913460,Queensland,Yellow,Winter,Small
https://id.biodiversity.org.au/node/apni/2913468,"New South Wales, Queensland, Victoria","Black, Cream, Crimson, Green, Grey, Pink, Purple, Red",,Large
https://id.biodiversity.org.au/node/apni/2913570,Western Australia,"Brown, Green, Grey, Yellow","Spring, Summer, Winter",Large
https://id.biodiversity.org.au/node/apni/2913636,,White,"Spring, Summer, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2913726,"New South Wales, Victoria",Pink,Spring,
https://id.biodiversity.org.au/node/apni/2913809,"New South Wales, Queensland","Green, Purple, Red, White","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2913810,New South Wales,"Green, Red","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2914034,"New South Wales, Queensland, Victoria","Brown, Cream, White","Spring, Summer, Winter",Medium
https://id.biodiversity.org.au/node/apni/2914044,"Northern Territory, Western Australia","Pink, White","Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2914080,New South Wales,"Pink, White",Spring,Prostrate
https://id.biodiversity.org.au/node/apni/2914083,,"Orange, Red","Spring, Summer, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2914099,,"Cream, Green, Red",,Small
https://id.biodiversity.org.au/node/apni/2914157,Western Australia,"Cream, Green, Grey, Pink","Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2914238,New South Wales,Pink,"Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2914484,"New South Wales, Queensland","Cream, Pink, Red, White, Yellow","Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2914663,New South Wales,"Cream, Green, Red, Yellow",Spring,Small
https://id.biodiversity.org.au/node/apni/2914702,Western Australia,"Pink, Purple, Red, White","Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2914704,"Queensland, Victoria","Green, Purple, Red, White","Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2914769,Western Australia,"Green, Red, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2914771,Western Australia,"Green, Grey, Mauve, Pink, Purple","Spring, Summer, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2914825,Tasmania,"Pink, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2914926,Victoria,"Grey, Yellow","Spring, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2914949,New South Wales,"Pink, White","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2915205,Western Australia,"Mauve, Pink, White",Summer,Medium
https://id.biodiversity.org.au/node/apni/2915317,Western Australia,"Black, Green, Pink, Purple","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2915388,Tasmania,White,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2915389,Western Australia,"Red, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2915584,"New South Wales, Northern Territory, South Australia, Victoria","Grey, Yellow",Spring,Large
https://id.biodiversity.org.au/node/apni/2915590,,"Mauve, Pink, Purple, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2915642,"New South Wales, Queensland, Victoria","Blue, Pink, White",Summer,Shrub
https://id.biodiversity.org.au/node/apni/2915694,"Northern Territory, Queensland, South Australia, Western Australia","Pink, White","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/2915705,Tasmania,"Grey, White",Summer,Small
https://id.biodiversity.org.au/node/apni/2915709,,Blue,"Autumn, Spring",Perennial herb
https://id.biodiversity.org.au/node/apni/2915948,Tasmania,White,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2916086,Victoria,"Cream, Green, Yellow",Spring,Small
https://id.biodiversity.org.au/node/apni/2916264,Queensland,"Gold, Green, White","Autumn, Summer",Tree
https://id.biodiversity.org.au/node/apni/2916305,Victoria,"Grey, Pink","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2916418,Western Australia,"Pink, White","Spring, Summer, Winter",Medium
https://id.biodiversity.org.au/node/apni/2916578,Queensland,"Pink, Purple",,Small
https://id.biodiversity.org.au/node/apni/2916581,Western Australia,Pink,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2916592,"New South Wales, Queensland",Yellow,Spring,Small
https://id.biodiversity.org.au/node/apni/2916598,"New South Wales, Queensland","Cream, Green, Pink, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2916643,"New South Wales, Queensland, Western Australia","Red, White","Spring, Summer",
https://id.biodiversity.org.au/node/apni/2916690,Western Australia,"Brown, Red, Yellow",Spring,Small
https://id.biodiversity.org.au/node/apni/2916700,"New South Wales, Northern Territory, Queensland","Pink, Purple, Red, White, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2916722,"New South Wales, Queensland",Crimson,Summer,Large
https://id.biodiversity.org.au/node/apni/2916854,Western Australia,White,Spring,Shrub
https://id.biodiversity.org.au/node/apni/2916889,"New South Wales, Queensland","Black, Green, Grey, Orange, White","Autumn, Summer, Winter",Tree
https://id.biodiversity.org.au/node/apni/2916895,Tasmania,"Green, Pink, Red, White",Summer,Small
https://id.biodiversity.org.au/node/apni/2916977,New South Wales,"Green, Grey","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2917025,"New South Wales, Queensland, Tasmania, Victoria","Pink, White, Yellow",Spring,Small
https://id.biodiversity.org.au/node/apni/2917079,New South Wales,"Green, White",Spring,Shrub
https://id.biodiversity.org.au/node/apni/2917112,"New South Wales, Northern Territory, Queensland, South Australia, Western Australia","Purple, White","Spring, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2917163,Western Australia,,Summer,Small
https://id.biodiversity.org.au/node/apni/2917185,New South Wales,"Orange, Red",,Small
https://id.biodiversity.org.au/node/apni/2917322,"Australian Capital Territory, New South Wales, Queensland","Apricot, Pink, Red, Yellow",,Prostrate
https://id.biodiversity.org.au/node/apni/2917613,,Pink,"Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2917654,"New South Wales, Queensland",Pink,Spring,Small
https://id.biodiversity.org.au/node/apni/2917734,Western Australia,Yellow,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2917812,Western Australia,"Grey, Pink, Red","Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2917842,Western Australia,Red,"Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2917866,"New South Wales, Queensland","Green, Pink, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2917894,Queensland,"Green, Pink, Red, White",Spring,Large
https://id.biodiversity.org.au/node/apni/2918016,Western Australia,"Green, Pink","Spring, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2918082,"New South Wales, Queensland","Brown, Orange, Yellow","Spring, Summer, Winter",Medium
https://id.biodiversity.org.au/node/apni/2918105,Northern Territory,"Mauve, Orange, Pink, Red, Yellow","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/2918115,Queensland,,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2918204,Western Australia,"Mauve, Pink","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2918234,,"Orange, Red","Spring, Summer, Winter",Large
https://id.biodiversity.org.au/node/apni/2918255,Western Australia,"Green, Pink, White","Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2918266,Western Australia,"Green, Pink",Summer,Shrub
https://id.biodiversity.org.au/node/apni/2918429,"Queensland, South Australia, Tasmania","Green, White",Spring,Small
https://id.biodiversity.org.au/node/apni/2918517,"New South Wales, Queensland","Cream, Pink, Red, White","Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2918689,New South Wales,Pink,"Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2918827,New South Wales,"Green, Red","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2919113,Western Australia,Yellow,"Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2919129,New South Wales,Green,,Tree
https://id.biodiversity.org.au/node/apni/2919239,Victoria,White,Spring,Small
https://id.biodiversity.org.au/node/apni/2919253,"New South Wales, Queensland, South Australia","Grey, White, Yellow","Spring, Winter",Medium
https://id.biodiversity.org.au/node/apni/2919257,Western Australia,"Cream, Red, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2919266,"New South Wales, Queensland, Victoria","Black, Green","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2919419,"South Australia, Victoria","Black, Red",Summer,Shrub
https://id.biodiversity.org.au/node/apni/2919582,Western Australia,Yellow,"Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2919693,"New South Wales, Queensland","Blue, Brown, Green, Orange, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2919733,"Northern Territory, Queensland, Western Australia","Black, Red, Scarlet","Spring, Summer, Winter",Perennial herb
https://id.biodiversity.org.au/node/apni/2919791,"New South Wales, Queensland, South Australia, Victoria","Black, Green, White","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2919810,"Queensland, Victoria","Blue, Purple, White","Spring, Summer",Large
https://id.biodiversity.org.au/node/apni/2919984,"South Australia, Western Australia","Brown, Green, Grey, White","Spring, Summer, Winter",Large
https://id.biodiversity.org.au/node/apni/2919993,"New South Wales, Queensland",Pink,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2920105,New South Wales,"Mauve, Purple","Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2920182,Western Australia,"Cream, Green, White, Yellow","Autumn, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2920339,Western Australia,Pink,"Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/2920420,Queensland,Scarlet,"Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2920423,Western Australia,Yellow,"Spring, Summer, Winter",Medium
https://id.biodiversity.org.au/node/apni/2920511,Western Australia,"Orange, Pink, Red, Yellow","Spring, Winter",Perennial herb
https://id.biodiversity.org.au/node/apni/2920574,Northern Territory,"Blue, Brown, Green, Orange, Yellow","Autumn, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2920609,New South Wales,Red,"Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/2920623,New South Wales,"Red, Yellow","Spring, Summer",Large
https://id.biodiversity.org.au/node/apni/2920642,New South Wales,"Green, Grey, Mauve, Purple","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2920667,"South Australia, Victoria",Yellow,"Spring, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2920735,Western Australia,"Blue, White",,Small
https://id.biodiversity.org.au/node/apni/2920780,"New South Wales, Queensland, Victoria","Blue, Pink, White",,Small
https://id.biodiversity.org.au/node/apni/2920807,Western Australia,"Grey, Yellow",Summer,Small
https://id.biodiversity.org.au/node/apni/2920820,,"Black, Cream, Green, Yellow",,Large
https://id.biodiversity.org.au/node/apni/2920831,Western Australia,"Pink, Red, White","Spring, Summer",Shrub
https://id.biodiversity.org.au/node/apni/2920951,Western Australia,"Brown, Orange, Yellow","Spring, Summer, Winter",Shrub
https://id.biodiversity.org.au/node/apni/2921040,,"Blue, Grey, Red, White","Spring, Summer",Medium
https://id.biodiversity.org.au/node/apni/2921062,"Northern Territory, Queensland, Western Australia","Black, Blue, Green, Grey, Purple",,Groundcover
https://id.biodiversity.org.au/node/apni/2921082,"New South Wales, Queensland","Mauve, Pink, Purple, White",,Small
https://id.biodiversity.org.au/node/apni/2921111,"South Australia, Victoria","Green, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/2921285,Western Australia,"Black, Blue, Green, Yellow","Autumn, Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/5269532,"New South Wales, South Australia","Cream, Green, Grey, Red, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/5424450,South Australia,"Orange, Red","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/6285445,Western Australia,Yellow,"Summer, Winter",
https://id.biodiversity.org.au/node/apni/6892801,"New South Wales, Queensland","Black, White, Yellow",,Large
https://id.biodiversity.org.au/node/apni/6894466,Queensland,"Green, Purple","Autumn, Spring, Summer, Winter",Tree
https://id.biodiversity.org.au/node/apni/7166184,"New South Wales, Queensland, Victoria",Yellow,"Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/7692612,Western Australia,"Cream, Yellow","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/7698404,"New South Wales, Queensland",White,"Spring, Summer",Tree
https://id.biodiversity.org.au/node/apni/7725767,"Tasmania, Victoria","Green, Pink","Spring, Summer",Tree
https://id.biodiversity.org.au/node/apni/7743730,"New South Wales, Queensland, South Australia, Tasmania, Victoria","Green, White",Summer,Shrub
https://id.biodiversity.org.au/node/apni/7808071,Tasmania,Yellow,,Prostrate
https://id.biodiversity.org.au/node/apni/7822689,New South Wales,"Cream, Green, Grey",Winter,Small
https://id.biodiversity.org.au/node/apni/7844610,,"Black, Green, White","Autumn, Spring",Medium
https://id.biodiversity.org.au/node/apni/7859298,Western Australia,"Blue, Green, Grey, Mauve, Pink","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/node/apni/7873835,,"Cream, Purple, Red",,Small
https://id.biodiversity.org.au/node/apni/7895424,"New South Wales, Queensland","Blue, Grey, Mauve","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/7896099,"Tasmania, Victoria","Green, Red, Yellow","Summer, Winter",Large
https://id.biodiversity.org.au/node/apni/7907432,Western Australia,"Cream, Green, Red, White","Spring, Winter",Small
https://id.biodiversity.org.au/node/apni/7931274,"New South Wales, Queensland, Victoria","Black, Gold, Orange, Red, Yellow",,Small
https://id.biodiversity.org.au/node/apni/7946755,"New South Wales, Northern Territory, Queensland, South Australia","Green, Lilac, White","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/7947427,"Tasmania, Victoria","Mauve, Purple","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/7956134,"Victoria, Western Australia","Pink, Red","Spring, Winter",Large
https://id.biodiversity.org.au/node/apni/7977799,,"Brown, Green, Grey, Purple, Yellow",,Large
https://id.biodiversity.org.au/node/apni/8009374,"New South Wales, Queensland","Green, Purple, Violet, White",,Prostrate
https://id.biodiversity.org.au/node/apni/8180719,"New South Wales, Tasmania, Victoria","Green, Mauve, Pink, White","Spring, Summer",Small
https://id.biodiversity.org.au/node/apni/8196909,"New South Wales, Queensland, Tasmania, Victoria","Blue, Green, Mauve, Pink",Spring,Small
https://id.biodiversity.org.au/node/apni/8492738,"New South Wales, Victoria",White,"Spring, Winter",Medium
https://id.biodiversity.org.au/node/apni/8655662,Western Australia,"Pink, White, Yellow","Autumn, Spring, Summer, Winter",
https://id.biodiversity.org.au/node/apni/8694676,,"Green, Orange, Red, Yellow","Summer, Winter",Large
https://id.biodiversity.org.au/node/apni/9597772,,"Blue, Brown, Green, Grey, Pink, Yellow",,Medium
https://id.biodiversity.org.au/node/apni/9597877,"New South Wales, Queensland","Blue, Green, Pink, Yellow",,Medium
https://id.biodiversity.org.au/taxon/apni/51267108,"New South Wales, Queensland","Black, Green, Purple, White","Spring, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51268161,,Yellow,"Autumn, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51268726,"New South Wales, Queensland","Grey, White, Yellow","Autumn, Summer, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51269199,,"Brown, Purple, White, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51283302,Western Australia,Yellow,"Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51286043,"Queensland, Tasmania, Victoria","Green, White, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51287801,,"Blue, Pink, Purple, White","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51287970,Queensland,"Green, White",,Large
https://id.biodiversity.org.au/taxon/apni/51288496,"Northern Territory, Queensland, Western Australia","Cream, Mauve, Pink, White",Autumn,Small
https://id.biodiversity.org.au/taxon/apni/51288856,Western Australia,"Green, Red","Spring, Summer, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51288904,Western Australia,Pink,"Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51288925,Western Australia,"Green, Orange, Red","Autumn, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51288947,Western Australia,"Orange, Red, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51289052,Western Australia,"Brown, Cream, Red, Yellow","Autumn, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51289066,Western Australia,"Brown, Red, Yellow","Spring, Summer",Shrub
https://id.biodiversity.org.au/taxon/apni/51289286,,"Brown, Red, Yellow",,Shrub
https://id.biodiversity.org.au/taxon/apni/51289614,Western Australia,Red,"Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51289720,Western Australia,Orange,"Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51290024,"Tasmania, Victoria","Grey, White",,Tree
